day,step,price,duration,power,energy,cost,degration,comfort
0,0,0,0,0,0.0,0.0,0.0,0
0,1,0,0,0,0.0,0.0,0.0,0
0,2,0,0,0,0.0,0.0,0.0,0
0,3,0,0,0,0.0,0.0,0.0,0
0,4,0,0,0,0.0,0.0,0.0,0
0,5,0,0,0,0.0,0.0,0.0,0
0,6,0,0,0,0.0,0.0,0.0,0
0,7,0,0,0,0.0,0.0,0.0,0
0,8,0,0,0,0.0,0.0,0.0,0
0,9,0,0,0,0.0,0.0,0.0,0
0,10,0,0,0,0.0,0.0,0.0,0
0,11,0,0,0,0.0,0.0,0.0,0
0,12,0,0,0,0.0,0.0,0.0,0
0,13,0,0,0,0.0,0.0,0.0,0
0,14,0,0,0,0.0,0.0,0.0,0
0,15,0,0,0,0.0,0.0,0.0,0
0,16,0,0,0,0.0,0.0,0.0,0
0,17,0,0,0,0.0,0.0,0.0,0
0,18,0,0,0,0.0,0.0,0.0,0
0,19,0,0,0,0.0,0.0,0.0,0
0,20,0.1787426299999999,42,2.241617308446976,62.70222236310905,0.10016814329133338,0.0005024848157529066,0
0,21,0.1787596899999999,41,2.2230867977497155,62.174239248643495,0.0993495767022079,0.0004942114910329085,0
0,22,0.1800746099999998,40,2.15532009463314,61.66235072616812,0.09702960636655635,0.0004645404710329408,0
0,23,0.1792116299999999,39,2.173650917362764,61.14610863329447,0.097385880987894,0.0004724758310551985,0
0,24,0.18044524,38,2.112234101118773,60.64445303427876,0.09528564732814031,0.0004461532897929031,0
0,25,0.18060779,37,2.118738222903076,60.14125270633928,0.09566515700676298,0.00044890516571904844,0
0,26,0.18266213,36,2.0424780770322712,59.65616416304412,0.09327084900725469,0.0004171716695157445,0
