day,step,price,duration,power,energy,cost,degration,comfort
0,0,0,0,0,0.0,0.0,0.0,0
0,1,0,0,0,0.0,0.0,0.0,0
0,2,0,0,0,0.0,0.0,0.0,0
0,3,0,0,0,0.0,0.0,0.0,0
0,4,0,0,0,0.0,0.0,0.0,0
0,5,0,0,0,0.0,0.0,0.0,0
0,6,0,0,0,0.0,0.0,0.0,0
0,7,0,0,0,0.0,0.0,0.0,0
0,8,0,0,0,0.0,0.0,0.0,0
0,9,0,0,0,0.0,0.0,0.0,0
0,10,0,0,0,0.0,0.0,0.0,0
0,11,0,0,0,0.0,0.0,0.0,0
0,12,0,0,0,0.0,0.0,0.0,0
0,13,0.17964227,7,2.867801783277078,4.767662144984687,0.12879460556448558,0.0008224287068167188,0
0,14,0.1802884,6,2.8340240483099395,4.094581433511077,0.12773541530783042,0.0008031692306399059,0
0,15,0.17880113,5,2.8833502105038242,3.4097857585164184,0.1288865689559554,0.0008313708436412448,0
0,16,0.17874549,4,2.881159013494882,2.725510492811384,0.12874854490876483,0.0008301077261042802,0
0,17,0.17915846,3,2.8690836121013907,2.044103134937304,0.12850515038883062,0.0008231640773228763,0
0,18,0.17950675,2,2.8533283843116406,1.3664376436632892,0.1280479262376334,0.0008141482868718477,0
0,19,0.17917974,1,2.8668482327202724,0.6855611883922246,0.12842028023956947,0.000821881878945135,0
0,20,0.1787426299999999,0,2.8861725020982654,9.521914388654906e-05,0.12897051591468106,0.0008329991711868163,9.521914388654906e-05
0,21,0,0,0,0.0,0.0,0.0,0
0,22,0,0,0,0.0,0.0,0.0,0
0,23,0,0,0,0.0,0.0,0.0,0
0,24,0,0,0,0.0,0.0,0.0,0
0,25,0,0,0,0.0,0.0,0.0,0
0,26,0,0,0,0.0,0.0,0.0,0
