day,step,price,duration,power,energy,cost,degration,comfort
0,0,0,0,0,0.0,0.0,0.0,0
0,1,0,0,0,0.0,0.0,0.0,0
0,2,0,0,0,0.0,0.0,0.0,0
0,3,0,0,0,0.0,0.0,0.0,0
0,4,0,0,0,0.0,0.0,0.0,0
0,5,0,0,0,0.0,0.0,0.0,0
0,6,0,0,0,0.0,0.0,0.0,0
0,7,0,0,0,0.0,0.0,0.0,0
0,8,0,0,0,0.0,0.0,0.0,0
0,9,0,0,0,0.0,0.0,0.0,0
0,10,0,0,0,0.0,0.0,0.0,0
0,11,0,0,0,0.0,0.0,0.0,0
0,12,0,0,0,0.0,0.0,0.0,0
0,13,0,0,0,0.0,0.0,0.0,0
0,14,0,0,0,0.0,0.0,0.0,0
0,15,0,0,0,0.0,0.0,0.0,0
0,16,0,0,0,0.0,0.0,0.0,0
0,17,0,0,0,0.0,0.0,0.0,0
0,18,0,0,0,0.0,0.0,0.0,0
0,19,0,0,0,0.0,0.0,0.0,0
0,20,0,0,0,0.0,0.0,0.0,0
0,21,0,0,0,0.0,0.0,0.0,0
0,22,0.1800746099999998,62,0.5247522501747284,46.9609107602314,0.023623639199209134,2.753649240634407e-05,0
0,23,0.1792116299999999,61,0.5526338174360461,46.82966022859034,0.024759601803959048,3.0540413617393715e-05,0
0,24,0.18044524,60,0.49972911438824497,46.71097456392313,0.02254343499519358,2.4972918776725962e-05,0
0,25,0.18060779,59,0.49493872771668634,46.59342661609042,0.022347447449580615,2.449643441938122e-05,0
0,26,0.18266213,58,0.41450112032872255,46.49498260001235,0.018928414381657693,1.7181117875376615e-05,0
