day,step,price,duration,power,energy,cost,degration,comfort
0,0,0,0,0,0.0,0.0,0.0,0
0,1,0,0,0,0.0,0.0,0.0,0
0,2,0,0,0,0.0,0.0,0.0,0
0,3,0,0,0,0.0,0.0,0.0,0
0,4,0,0,0,0.0,0.0,0.0,0
0,5,0,0,0,0.0,0.0,0.0,0
0,6,0,0,0,0.0,0.0,0.0,0
0,7,0,0,0,0.0,0.0,0.0,0
0,8,0,0,0,0.0,0.0,0.0,0
0,9,0,0,0,0.0,0.0,0.0,0
0,10,0,0,0,0.0,0.0,0.0,0
0,11,0,0,0,0.0,0.0,0.0,0
0,12,0,0,0,0.0,0.0,0.0,0
0,13,0,0,0,0.0,0.0,0.0,0
0,14,0,0,0,0.0,0.0,0.0,0
0,15,0,0,0,0.0,0.0,0.0,0
0,16,0,0,0,0.0,0.0,0.0,0
0,17,0,0,0,0.0,0.0,0.0,0
0,18,0,0,0,0.0,0.0,0.0,0
0,19,0,0,0,0.0,0.0,0.0,0
0,20,0.1787426299999999,39,3.94994675474436e-05,30.038265143605056,1.7650596782574289e-06,1.5602079365315505e-13,0
0,21,0.1787596899999999,38,8.504977979839623e-05,30.038244944282354,3.800868067832391e-06,7.233465043755688e-13,0
0,22,0.1800746099999998,37,0,30.038244944282354,0.0,0.0,0
0,23,0.1792116299999999,36,7.129952120976668e-05,30.038228010646066,3.194425853555463e-06,5.083621724741968e-13,0
0,24,0.18044524,35,0.0002158064708126517,30.038176756609246,9.735312604835483e-06,4.657243284461189e-12,0
0,25,0.18060779,34,0,30.038176756609246,0.0,0.0,0
0,26,0.18266213,33,0,30.038176756609246,0.0,0.0,0
