day,step,price,duration,power,energy,cost,degration,comfort
0,0,0,0,0,0.0,0.0,0.0,0
0,1,0,0,0,0.0,0.0,0.0,0
0,2,0,0,0,0.0,0.0,0.0,0
0,3,0,0,0,0.0,0.0,0.0,0
0,4,0,0,0,0.0,0.0,0.0,0
0,5,0,0,0,0.0,0.0,0.0,0
0,6,0,0,0,0.0,0.0,0.0,0
0,7,0,0,0,0.0,0.0,0.0,0
0,8,0,0,0,0.0,0.0,0.0,0
0,9,0,0,0,0.0,0.0,0.0,0
0,10,0,0,0,0.0,0.0,0.0,0
0,11,0,0,0,0.0,0.0,0.0,0
0,12,0,0,0,0.0,0.0,0.0,0
0,13,0,0,0,0.0,0.0,0.0,0
0,14,0,0,0,0.0,0.0,0.0,0
0,15,0,0,0,0.0,0.0,0.0,0
0,16,0,0,0,0.0,0.0,0.0,0
0,17,0,0,0,0.0,0.0,0.0,0
0,18,0,0,0,0.0,0.0,0.0,0
0,19,0,0,0,0.0,0.0,0.0,0
0,20,0.1787426299999999,49,2.6296438884427573,79.37207342484021,0.1175073661459212,0.0006915026980024345,0
0,21,0.1787596899999999,48,3.04001373488407,78.65007016280525,0.13585797821090456,0.0009241683508283794,0
0,22,0.1800746099999998,47,3.38983940926272,77.84498330310535,0.1526060023964035,0.0011491011220590628,0
0,23,0.1792116299999999,46,3.410262797722794,77.03504588864618,0.15278968867706547,0.0011629892349532098,0
0,24,0.18044524,45,3.3511628127707525,76.23914472061313,0.15117534450737338,0.0011230292197697582,0
0,25,0.18060779,44,3.3550061294951945,75.44233076485801,0.15148506062114522,0.0011256066128950326,0
0,26,0.18266213,43,3.2786370350204095,74.66365446904067,0.14972070607842816,0.0010749460807407422,0
