day,step,price,duration,power,energy,cost,degration,comfort
0,0,0,0,0,0.0,0.0,0.0,0
0,1,0,0,0,0.0,0.0,0.0,0
0,2,0,0,0,0.0,0.0,0.0,0
0,3,0,0,0,0.0,0.0,0.0,0
0,4,0,0,0,0.0,0.0,0.0,0
0,5,0,0,0,0.0,0.0,0.0,0
0,6,0,0,0,0.0,0.0,0.0,0
0,7,0,0,0,0.0,0.0,0.0,0
0,8,0,0,0,0.0,0.0,0.0,0
0,9,0,0,0,0.0,0.0,0.0,0
0,10,0,0,0,0.0,0.0,0.0,0
0,11,0,0,0,0.0,0.0,0.0,0
0,12,0,0,0,0.0,0.0,0.0,0
0,13,0,0,0,0.0,0.0,0.0,0
0,14,0,0,0,0.0,0.0,0.0,0
0,15,0,0,0,0.0,0.0,0.0,0
0,16,0,0,0,0.0,0.0,0.0,0
0,17,0,0,0,0.0,0.0,0.0,0
0,18,0,0,0,0.0,0.0,0.0,0
0,19,0,0,0,0.0,0.0,0.0,0
0,20,0,0,0,0.0,0.0,0.0,0
0,21,0,0,0,0.0,0.0,0.0,0
0,22,0.1800746099999998,39,1.5173195812401588,55.50286392306269,0.06830768295929615,0.0002302258711614811,0
0,23,0.1792116299999999,38,1.5344152301992864,55.13844030589036,0.0687462636252098,0.00023544300986675292,0
0,24,0.18044524,37,1.473265227347511,54.78853981439533,0.06646092438309405,0.00021705104301113134,0
0,25,0.18060779,36,1.4790155190898986,54.43727362861148,0.06678043106963234,0.00021874869057087623,0
0,26,0.18266213,35,1.4034088149154798,54.103964035069055,0.06408741084830932,0.00019695563017824714,0
