day,step,price,duration,power,energy,cost,degration,comfort
0,0,0,0,0,0.0,0.0,0.0,0
0,1,0,0,0,0.0,0.0,0.0,0
0,2,0,0,0,0.0,0.0,0.0,0
0,3,0,0,0,0.0,0.0,0.0,0
0,4,0,0,0,0.0,0.0,0.0,0
0,5,0,0,0,0.0,0.0,0.0,0
0,6,0,0,0,0.0,0.0,0.0,0
0,7,0,0,0,0.0,0.0,0.0,0
0,8,0,0,0,0.0,0.0,0.0,0
0,9,0,0,0,0.0,0.0,0.0,0
0,10,0,0,0,0.0,0.0,0.0,0
0,11,0,0,0,0.0,0.0,0.0,0
0,12,0,0,0,0.0,0.0,0.0,0
0,13,0,0,0,0.0,0.0,0.0,0
0,14,0,0,0,0.0,0.0,0.0,0
0,15,0,0,0,0.0,0.0,0.0,0
0,16,0,0,0,0.0,0.0,0.0,0
0,17,0,0,0,0.0,0.0,0.0,0
0,18,0,0,0,0.0,0.0,0.0,0
0,19,0,0,0,0.0,0.0,0.0,0
0,20,0,0,0,0.0,0.0,0.0,0
0,21,0,0,0,0.0,0.0,0.0,0
0,22,0.1800746099999998,44,3.5251484300803213,77.55958251190233,0.15869743218470636,0.0012426671454097754,0
0,23,0.1792116299999999,43,3.5439646485425556,76.71789090787348,0.15877992033192204,0.0012559685430119359,0
0,24,0.18044524,42,3.4841969187537813,75.89039413966945,0.15717668730294665,0.0012139628168653343,0
0,25,0.18060779,41,3.4884559934845356,75.06188584121688,0.1575105818738741,0.001216932521847818,0
0,26,0.18266213,40,3.4121224463800957,74.25150676020161,0.15581638846914977,0.001164257958909089,0
