day,step,grid_price,tou_price,ev_power,base_load,es_power,grid_power,pv_acc_power,pv_power,revenue,cost
0,0,0.1832290299999999,0.1832290299999999,0.0,830.5454545454545,0.0,830.5454545454545,0.0,0.0,0.0,38.04500950181816
0,1,0.18134914,0.18134914,0.0,821.2573713535264,0.0,821.2573713535264,0.0,0.0,0.0,37.233579503405664
0,2,0.18300641,0.18300641,0.0,812.938619209225,0.0,812.938619209225,0.0,0.0,0.0,37.19324456295933
0,3,0.17976901,0.17976901,0.0,805.468739278493,0.0,805.468739278493,0.0,0.0,0.0,36.1995794615107
0,4,0.1807740699999997,0.1807740699999997,0.0,798.7272727272727,0.0,798.7272727272727,0.0,0.0,0.0,36.097294977727216
0,5,0.1797422399999998,0.1797422399999998,0.0,792.593760721507,0.0,792.593760721507,0.0,0.0,0.0,35.61564449052688
0,6,0.17976781,0.17976781,0.0,786.9477444271387,0.0,786.9477444271387,0.0,0.0,0.0,35.36696815002661
0,7,0.17859068,0.17859068,0.0,781.66876501011,0.0,781.66876501011,0.0,0.0,0.0,34.89968906947894
0,8,0.18273943,0.18273943,0.0,776.6363636363636,0.0,776.6363636363636,0.0,0.0,0.0,35.48052160204546
0,9,0.17982839,0.17982839,0.0,771.8150289422633,0.0,771.8150289422633,0.0,0.0,0.0,34.69856350812265
0,10,0.1805020699999999,0.1805020699999999,0.0,767.5090394458567,0.0,767.5090394458567,0.0,0.0,0.0,34.63424259092218
0,11,0.1790547499999999,0.1790547499999999,0.0,764.1076211356128,0.0,764.1076211356128,0.0,0.0,0.0,34.20427476888295
0,12,0.17986812,0.17986812,0.0,762.0,0.0,762.0,0.0,0.0,0.0,34.26487686
0,13,0.17964227,0.17964227,2.867801783277078,761.469987145803,0.0,764.33778892908,0.0,0.0,0.12879460556448558,34.3268438625002
0,14,0.1802884,0.1802884,2.8400259629108695,762.3797341530703,0.0,765.2197601159812,0.0,0.0,0.128005934202915,34.49006154992352
0,15,0.17880113,0.17880113,2.8927386643222777,764.4859777201661,0.0,767.3787163844884,0.0,0.0,0.12930623549387849,34.30204540687401
0,16,0.17874549,0.17874549,2.888736031541863,767.5454545454545,0.0,770.4341905769963,0.0,0.0,0.12908713435965144,34.42790922685965
0,17,0.17915846,0.17915846,2.8665978933780183,771.3064429290699,0.0,774.173040822448,0.0,0.0,0.12839381600421249,34.67491244181673
0,18,0.17950675,0.17950675,2.8482840659045237,775.4833875782256,0.0,778.3316716441301,0.0,0.0,0.1278215539368267,34.92894719972624
0,19,0.17917974,0.17917974,2.858482508921834,779.7822748019048,0.0,782.6407573108266,0.0,0.0,0.12804553818579048,35.05834185208926
0,20,0.1787426299999999,0.1787426299999999,7.785417603634673,783.9090909090909,0.0,791.6945085127255,0.0,0.0,0.34789650453048954,35.377389652030466
0,21,0.1787596899999999,0.1787596899999999,7.2098156805301,787.591172956099,0.0,794.8009886366291,0.0,0.0,0.3222061040021747,35.51959458509431
0,22,0.1800746099999998,0.1800746099999998,13.208489211092262,790.6412609885724,0.0,803.8497501996646,0.0,0.0,0.594628385844161,36.188232566450466
0,23,0.1792116299999999,0.1792116299999999,14.89342746642154,792.893445799487,0.0,807.7868732659085,0.0,0.0,0.6672688531360432,36.1912005626467
0,24,0.18044524,0.18044524,16.357517636173895,794.1818181818181,0.0,810.539335817992,0.0,0.0,0.7379090489159078,36.56449124527954
0,25,0.18060779,0.18060779,19.201565566841367,794.4069902465343,0.0,813.6085558133757,0.0,0.0,0.8669880803918291,36.736010797636354
0,26,0.18266213,0.18266213,22.582928490779224,793.7356593765754,0.0,816.3185878673546,0.0,0.0,1.0312614549408545,37.27762300461079
