day,step,price
0,0,0.1832290299999999
0,1,0.18134914
0,2,0.18300641
0,3,0.17976901
0,4,0.1807740699999997
0,5,0.1797422399999998
0,6,0.17976781
0,7,0.17859068
0,8,0.18273943
0,9,0.17982839
0,10,0.1805020699999999
0,11,0.1790547499999999
0,12,0.17986812
0,13,0.17964227
0,14,0.1802884
0,15,0.17880113
0,16,0.17874549
0,17,0.17915846
0,18,0.17950675
0,19,0.17917974
0,20,0.1787426299999999
0,21,0.1787596899999999
0,22,0.1800746099999998
0,23,0.1792116299999999
0,24,0.18044524
0,25,0.18060779
0,26,0.18266213
0,27,0.1811911999999998
0,28,0.1807398999999997
0,29,0.18095637
0,30,0.1789477099999999
0,31,0.1713769599999999
0,32,0.17888674
0,33,0.1720645199999999
0,34,0.16932112
0,35,0.1644283299999999
0,36,0.16483817
0,37,0.16558179
0,38,0.16474399
0,39,0.1499895699999999
0,40,0.1669615599999997
0,41,0.1662730899999999
0,42,0.16663487
0,43,0.1624880999999998
0,44,0.1591032599999998
0,45,0.16397021
0,46,0.1591310499999998
0,47,0.1500019099999999
0,48,0.15589545
0,49,0.1540109499999999
0,50,0.1644943999999999
0,51,0.1539988899999998
0,52,0.1670710299999999
0,53,0.16812155
0,54,0.1694037499999999
0,55,0.1748053799999999
0,56,0.1767699299999999
0,57,0.17795407
0,58,0.19631669
0,59,0.2095770199999999
0,60,0.1704287899999998
0,61,0.1750505799999999
0,62,0.20479481
0,63,0.19638922
0,64,0.17725514
0,65,0.17799602
0,66,0.20221533
0,67,0.21567465
0,68,0.1957175
0,69,0.19419048
0,70,0.2057828
0,71,0.21376598
0,72,0.21254223
0,73,0.2122545199999999
0,74,0.2140689499999999
0,75,0.18667036
0,76,0.20069051
0,77,0.18859845
0,78,0.1868689699999998
0,79,0.19279741
0,80,0.21048185
0,81,0.2024690099999999
0,82,0.2005153499999999
0,83,0.1864138299999999
0,84,0.2070582899999999
0,85,0.2069825699999999
0,86,0.1990971
0,87,0.18397636
0,88,0.1945480799999999
0,89,0.19061918
0,90,0.1830654499999999
0,91,0.1797994799999999
0,92,0.1827492299999999
0,93,0.1809851799999999
0,94,0.1804173599999999
0,95,0.17837561
1,0,0.17949608
1,1,0.1781681799999999
1,2,0.1781958
1,3,0.1757885599999999
1,4,0.17725162
1,5,0.17736569
1,6,0.17672666
1,7,0.1752950999999999
1,8,0.17836362
1,9,0.1782507499999999
1,10,0.17804449
1,11,0.17645122
1,12,0.1782158199999998
1,13,0.1779472799999999
1,14,0.1779393499999998
1,15,0.17775997
1,16,0.17837598
1,17,0.1788346499999999
1,18,0.1791877
1,19,0.1782445599999998
1,20,0.1793744
1,21,0.1796343499999998
1,22,0.17994384
1,23,0.17874106
1,24,0.1807248699999999
1,25,0.1810522999999999
1,26,0.18310324
1,27,0.1805459499999999
1,28,0.18318502
1,29,0.18327985
1,30,0.17895183
1,31,0.1728212399999999
1,32,0.17928169
1,33,0.17500271
1,34,0.16936983
1,35,0.16915926
1,36,0.1722817599999998
1,37,0.1716653599999999
1,38,0.1695979999999999
1,39,0.16627329
1,40,0.16672812
1,41,0.16661128
1,42,0.1664078999999998
1,43,0.1654700699999998
1,44,0.16695699
1,45,0.16729037
1,46,0.1670279999999999
1,47,0.16637184
1,48,0.1633584599999999
1,49,0.1654794
1,50,0.16338386
1,51,0.1602770099999998
1,52,0.16335251
1,53,0.16029189
1,54,0.16429103
1,55,0.16340206
1,56,0.1637034
1,57,0.16374555
1,58,0.1671016599999999
1,59,0.1677444599999999
1,60,0.17549926
1,61,0.1782732999999998
1,62,0.1877937
1,63,0.2175523599999999
1,64,0.17962688
1,65,0.18002523
1,66,0.1993073699999999
1,67,0.21713469
1,68,0.19053712
1,69,0.1956484099999999
1,70,0.2180302399999999
1,71,0.19878605
1,72,0.2037706099999999
1,73,0.19247044
1,74,0.1924651299999999
1,75,0.1866037999999999
1,76,0.19138889
1,77,0.1923055399999998
1,78,0.18666833
1,79,0.18574609
1,80,0.2068756299999999
1,81,0.19301811
1,82,0.18975495
1,83,0.1818977499999998
1,84,0.1906254199999999
1,85,0.18059727
1,86,0.1813214
1,87,0.1784096
1,88,0.18028085
1,89,0.1802835299999998
1,90,0.17791339
1,91,0.17682917
1,92,0.1779949799999998
1,93,0.1764953699999999
1,94,0.1766525399999998
1,95,0.1736181799999999
2,0,0.17549267
2,1,0.17385485
2,2,0.17331923
2,3,0.17025392
2,4,0.18006326
2,5,0.17797654
2,6,0.1779631799999999
2,7,0.17608878
2,8,0.17788434
2,9,0.17847994
2,10,0.1794642899999999
2,11,0.17360251
2,12,0.17363008
2,13,0.1735538
2,14,0.17271153
2,15,0.1731431499999998
2,16,0.17525962
2,17,0.1752597699999999
2,18,0.17531267
2,19,0.17308663
2,20,0.1772147599999999
2,21,0.1764318
2,22,0.1788001399999998
2,23,0.17623246
2,24,0.18002452
2,25,0.1806087499999999
2,26,0.18220693
2,27,0.17896174
2,28,0.17942338
2,29,0.17536944
2,30,0.17347034
2,31,0.1698921099999999
2,32,0.17309106
2,33,0.1692429
2,34,0.1664360899999999
2,35,0.15548696
2,36,0.16590225
2,37,0.1668618399999999
2,38,0.1683774799999998
2,39,0.1683760299999999
2,40,0.1692093999999999
2,41,0.16866238
2,42,0.16697891
2,43,0.16613579
2,44,0.16859446
2,45,0.1692228999999998
2,46,0.1664490299999998
2,47,0.1669470299999998
2,48,0.16609197
2,49,0.1663266399999998
2,50,0.164994
