day,step,power
236,0,1070.8150920974451
236,1,1070.6820717516575
236,2,1070.549053139881
236,3,1070.416047470939
236,4,1070.2830659536542
236,5,1070.1501109567305
236,6,1070.0171494883898
236,7,1069.884139716733
236,8,1069.7510398098632
236,9,1069.6178409276597
236,10,1069.484666197113
236,11,1069.3516717369944
236,12,1069.2190136660722
236,13,1069.0867249761252
236,14,1068.954346150964
236,15,1068.82129454741
236,16,1068.6869875222817
236,17,1068.5513019485884
236,18,1068.4159527640916
236,19,1068.2831144227423
236,20,1068.154961378491
236,21,1068.031953147526
236,22,1067.9076894949865
236,23,1067.7740552482524
236,24,1067.6229352347
236,25,1067.4526145165682
236,26,1067.2869790955342
236,27,1067.1563152081353
236,28,1067.090909090909
236,29,1067.1109515682135
236,30,1067.1962518156909
236,31,1067.316523596803
236,32,1067.4414806750135
236,33,1067.547237048644
236,34,1067.635507655457
236,35,1067.7144076680745
236,36,1067.7920522591182
236,37,1067.8748416634485
236,38,1067.962316364876
236,39,1068.052301909451
236,40,1068.1426238432227
236,41,1068.2315672284294
236,42,1068.3192551920622
236,43,1068.406270377301
236,44,1068.4931954273272
236,45,1068.5804898583276
236,46,1068.6681206785252
236,47,1068.7559317691494
236,48,1068.8437670114315
236,49,1068.93150327838
236,50,1069.0191494101146
236,51,1069.106747238534
236,52,1069.194338595536
236,53,1069.2819564728989
236,54,1069.3695985019197
236,55,1069.457253473775
236,56,1069.5449101796407
236,57,1069.6325597793975
236,58,1069.720202907737
236,59,1069.8078425680544
236,60,1069.8954817637452
236,61,1069.9831228635123
236,62,1070.07076569729
236,63,1070.1584094603213
236,64,1070.2460533478495
236,65,1070.333696725182
236,66,1070.4213396378875
236,67,1070.5089823016003
236,68,1070.5966249319542
236,69,1070.6842676990148
236,70,1070.7719105905717
236,71,1070.859553548846
236,72,1070.947196516059
236,73,1071.034839446641
236,74,1071.122482343865
236,75,1071.2101252232117
236,76,1071.2977681001632
236,77,1071.38541098693
236,78,1071.4730538826357
236,79,1071.5606967831309
236,80,1071.6483396842675
236,81,1071.735982582775
236,82,1071.8236254788872
236,83,1071.9112683737158
236,84,1071.9989112683722
236,85,1072.0865541637338
236,86,1072.1741970597368
236,87,1072.261839956084
236,88,1072.349482852477
236,89,1072.437125748681
236,90,1072.5247686447135
236,91,1072.6124115406535
236,92,1072.7000544365817
236,93,1072.7876973325597
236,94,1072.8753402285845
236,95,1072.9629831246332
237,0,1073.0506260206855
237,1,1073.1382689167249
237,2,1073.2259118127513
237,3,1073.313554708771
237,4,1073.4011976047905
237,5,1073.488840500813
237,6,1073.576483396839
237,7,1073.664126292867
237,8,1073.751769188895
237,9,1073.8394120849218
237,10,1073.9270549809482
237,11,1074.0146978769735
237,12,1074.1023407729997
237,13,1074.1899836690257
237,14,1074.2776265650516
237,15,1074.3652694610778
237,16,1074.452912357104
237,17,1074.5405552531302
